20.5    1.98581376002807        4.659477004487277
21.     1.811134967408773       5.100871677569578
21.5    1.5763845779907564      4.48371831519686
22.     1.3084974894510306      4.560662090842244
22.5    1.125534743157135       4.148850712348835
23.     1.4707772916506916      3.9942552019589934
23.5    0.876675148495723       4.135221182872133
24.     1.1880684075446153      3.6040118758903716
24.5    1.1481886456285209      3.481019308301344
25.     1.1476142694222582      3.267530501554817
25.5    1.3784574297323477      3.3268050536189677
26.     1.5944199928361598      3.4719772210572017
26.5    2.183937275321002       3.6971556859695136
27.     1.845200777124152       4.1393579377472545
27.5    1.4833112088019786      4.602259527564606
28.     1.5791977143981009      4.611896912780311
28.5    1.5892691037641977      4.466619510911351
29.     1.6037715763538092      4.9717709024148995
29.5    1.5270924843788616      4.245672933994834
30.     1.7187359134122602      4.519110616849358
30.5    1.2862448609088863      4.153160939414438
31.     1.4926194850760293      4.121216825688732
31.5    1.2273777906482097      3.6413750211328413
32.     1.2685144798273489      3.7518520312654156
32.5    1.3188971941972238      3.6065270037897696
33.     1.6293233821021555      3.7985312216587994
33.5    1.5379162746342094      3.631106167565569
34.     1.3041617204626883      3.9221977456849095
34.5    1.781094240809364       3.9783973699956703
35.     1.539074762598475       4.017925207407432
35.5    1.6495741228874565      4.1480044901206234
36.     1.826263286300221       4.326889228309938
36.5    1.2891108896652446      4.453891369686952
37.     1.5692443451044595      4.510517505978149
37.5    1.177507900157648       4.1981049182455
38.     1.0567196778928554      4.268757255410437
38.5    0.937636034782426       4.0092116104685624
39.     1.2536972098996526      4.035654279569483
39.5    1.5256475224892174      4.018254125850737
40.     1.4570076154290097      3.3241394575184686
40.5    1.687209307956786       3.743415203962673
41.     1.1995606111973116      3.742330603725811
41.5    1.55523529001314        4.077438276347972
42.     1.4035189130690406      3.802474287676603
42.5    1.4432790291608588      4.2392849540837005
43.     1.4327179155834702      4.185632531064009
43.5    1.6322889893743329      4.169562779353489
44.     1.3764067375540863      3.951104868709562
44.5    1.0760509121708117      4.629119685439662
45.     1.3374584318966791      4.211188574309109
45.5    1.2063514121779553      3.741179739233417
46.     1.8732514522997432      4.071221325394274
46.5    1.3355681630821798      3.965297032230945
47.     1.3413710408061652      3.443491752722537
47.5    1.4308337066044732      3.5223523337209315
48.     1.6546333728949971      4.0222107376232525
48.5    1.7148845430051276      3.742565742752373
49.     1.7423438973800471      4.102130933192642
49.5    1.290869942916174       4.049196152367545
50.     1.812465811239264       3.903386054234879
50.5    1.664038420076833       4.029108999431161
51.     1.4957422050901372      4.225169074891748
51.5    1.432898608414516       3.985112956062379
52.     1.6122447348114506      4.501455892463714
52.5    1.4867213446647516      3.83348464608942
53.     1.265082202450504       4.285210427425168
53.5    1.0900856076777188      3.744749623468592
54.     1.4307445714469802      3.736933807354611
54.5    1.1457143303997852      3.817719807351713
55.     1.2907821731127445      3.6624464131388796
55.5    1.2291774504897799      3.9066906903592744
56.     1.0746595126922662      3.997968021971404
56.5    1.0814325681237118      3.6195413341252594
57.     1.8490561374615735      3.975552869441901
57.5    1.7331518202363516      3.629330730368807
58.     1.6386282263924976      3.693600187611958
58.5    1.596170455277752       3.8335541973936182
59.     1.2860405920251405      4.7583918044491265
59.5    1.3752958694690076      4.564500589803767
60.     1.1952404948952196      3.8378450128399213
